ORF	Gene	Position	Fast	Slow
YDR476C	YDR476C	chrIV:1410452-1411127	132.826	124.32
YDR477W	SNF1	chrIV:1412372-1414274	61.2918	63.6744
YDR478W	SNM1	chrIV:1414574-1415171	22.0685	27.8418
YDR479C	PEX29	chrIV:1415209-1416874	25.522	29.3572
YDR480W	DIG2	chrIV:1417398-1418370	23.8495	28.2493
YDR481C	PHO8	chrIV:1418549-1420250	115.386	114.073
YDR482C	CWC21	chrIV:1420430-1420838	68.9885	85.4303
YDR483W	KRE2	chrIV:1421156-1422485	363.421	352.211
YDR484W	VPS52	chrIV:1422762-1424688	19.724	18.9348
YDR485C	VPS72	chrIV:1424819-1427207	39.7129	48.736
YDR486C	VPS60	chrIV:1427430-1428120	167.443	136.701
YDR487C	RIB3	chrIV:1428353-1428980	332.235	400.589
YDR488C	PAC11	chrIV:1429187-1430789	10.261	20.4385
YDR489W	SLD5	chrIV:1431011-1431896	61.8055	88.6709
YDR490C	PKH1	chrIV:1431967-1434268	14.9365	13.7884
YDR491C	YDR491C	chrIV:1434499-1435874	61.3684	40.9895
YDR492W	IZH1	chrIV:1434499-1435874	287.428	220.556
YDR493W	MZM1	chrIV:1436216-1436588	138.219	153.585
YDR494W	RSM28	chrIV:1436929-1438015	79.3098	80.0291
YDR495C	VPS3	chrIV:1438114-1441150	19.9449	24.4808
YDR496C	PUF6	chrIV:1441432-1443403	300.444	263.677
YDR497C	ITR1	chrIV:1443712-1445467	1103.92	787.675
YDR498C	SEC20	chrIV:1445842-1446994	76.3537	65.3377
YDR499W	LCD1	chrIV:1447829-1450073	25.9882	27.9825
YDR500C	RPL37B	chrIV:1450197-1450853	9811.28	6565.29
YDR501W	PLM2	chrIV:1451352-1452918	16.1641	34.9453
YDR502C	SAM2	chrIV:1453309-1454464	1005.32	649.175
YDR503C	LPP1	chrIV:1455041-1455866	24.3481	41.9117
YDR504C	SPG3	chrIV:1456310-1456694	51.9013	39.6513
YDR505C	PSP1	chrIV:1456694-1459220	17.2071	20.1976
YDR506C	YDR506C	chrIV:1459727-1461554	9.50326	11.5247
YDR507C	GIN4	chrIV:1462357-1465786	45.44	72.3277
YDR508C	GNP1	chrIV:1466452-1468573	374.103	408.276
YDR509W	YDR509W	chrIV:1466452-1468573	361.307	402.539
YDR510C-A	YDR510C-A	chrIV:1469399-1469811	19046.5	16956.2
YDR510W	SMT3	chrIV:1469399-1469811	2356.93	1994.26
YDR511W	ACN9	chrIV:1470016-1470418	52.3749	57.6865
YDR512C	EMI1	chrIV:1470499-1471448	44.6122	51.6793
YDR513W	GRX2	chrIV:1470499-1471448	419.419	422.474
YDR514C	YDR514C	chrIV:1471547-1472999	43.0614	38.0296
YDR515W	SLF1	chrIV:1473428-1474772	64.2856	60.8936
YDR516C	EMI2	chrIV:1474973-1476476	45.9562	105.729
YDR517W	GRH1	chrIV:1477238-1478357	44.7546	42.3289
YDR518W	EUG1	chrIV:1478607-1480161	49.354	64.3888
YDR519W	FPR2	chrIV:1480424-1480832	257.07	215.664
YDR520C	URC2	chrIV:1481084-1483476	12.1459	11.7286
YDR521W	YDR521W	chrIV:1481084-1483476	6.91668	9.44387
YDR522C	SPS2	chrIV:1483794-1485303	11.1737	9.46569
YDR523C	SPS1	chrIV:1485565-1487038	12.4925	5.23962
YDR524C	AGE1	chrIV:1487541-1488990	41.7457	33.7226
YDR524C-A	YDR524C-A	chrIV:1489870-1490234	5.58596	16.8401
YDR524C-B	YDR524C-B	chrIV:1489597-1489798	77892	59264.5
YDR524W-C	YDR524W-C	chrIV:1489402-1489492	122354	97116.7
YDR525W	API2	chrIV:1489870-1490234	1.55791	3.53157
YDR525W-A	SNA2	chrIV:1490595-1490835	150.514	192.923
YDR526C	YDR526C	chrIV:1491074-1492413	0.178553	0.0952857
YDR527W	RBA50	chrIV:1491074-1492413	122.744	115.887
YDR528W	HLR1	chrIV:1494585-1495857	36.3204	58.901
YDR529C	QCR7	chrIV:1496164-1496548	670.159	598.402
YDR530C	APA2	chrIV:1496790-1497768	48.741	80.1411
YDR531W	CAB1	chrIV:1498231-1499335	141.603	178.225
YDR532C	KRE28	chrIV:1499395-1500553	46.6545	50.482
YDR533C	HSP31	chrIV:1501446-1502160	54.7415	78.2102
YDR534C	FIT1	chrIV:1503313-1504900	4.9946	3.92008
YDR535C	YDR535C	chrIV:1506605-1507362	0.484906	1.30065
YDR536W	STL1	chrIV:1508004-1509714	5.80106	7.28543
YDR537C	YDR537C	chrIV:1510855-1511630	0.819109	1.84592
YDR538W	PAD1	chrIV:1510855-1511630	27.4644	32.0324
YDR539W	FDC1	chrIV:1512093-1513605	39.4911	55.1275
YDR540C	IRC4	chrIV:1517135-1517675	15.51	20.0862
YDR541C	YDR541C	chrIV:1519663-1520698	23.8364	26.7447
YDR542W	PAU10	chrIV:1523248-1523611	0.728347	0.740902
YDR543C	YDR543C	chrIV:1524633-1524933	0	0.430212
YDR544C	YDR544C	chrIV:1525094-1525523	0.761347	1.54513
YDR545C-A	YDR545C-A	chrIV:1526320-1531711	0	0
YDR545W	YRF1-1	chrIV:1526320-1531711	0	0
YEL001C	IRC22	chrV:150300-150978	199.087	175.384
YEL002C	WBP1	chrV:148721-150014	194.966	183.604
YEL003W	GIM4	chrV:148175-148599	932.442	617.597
YEL004W	YEA4	chrV:146950-147979	21.4051	32.7709
YEL005C	VAB2	chrV:145906-146755	26.686	28.632
YEL006W	YEA6	chrV:144326-145334	64.4373	49.4184
YEL007W	YEL007W	chrV:141891-143892	14.8946	18.5732
YEL008C-A	YEL008C-A	chrV:140511-140892	131.697	111.327
YEL008W	YEL008W	chrV:140511-140892	8.56734	9.69034
YEL009C	GCN4	chrV:138917-139763	1669.6	1538.13
YEL009C-A	YEL009C-A	chrV:136278-136778	1.11796	1.81631
YEL010W	YEL010W	chrV:136278-136778	0	0.663679
YEL011W	GLC3	chrV:133119-135234	6.06681	11.8184
YEL012W	UBC8	chrV:131771-132551	42.0684	66.2386
YEL013W	VAC8	chrV:128824-130561	56.5991	44.9982
YEL014C	YEL014C	chrV:128302-128608	39.4382	69.6225
YEL015W	EDC3	chrV:126628-128284	71.0885	69.6315
YEL016C	NPP2	chrV:124736-126218	17.4728	19.8945
YEL017C-A	PMP2	chrV:122797-122929	7643.01	3812.75
YEL017W	GTT3	chrV:123656-124670	41.6437	41.9298
YEL018C-A	YEL018C-A	chrV:121454-122310	0	0
YEL018W	EAF5	chrV:121454-122310	79.5015	67.8092
YEL019C	MMS21	chrV:120497-121301	9.94777	17.4241
YEL020C	YEL020C	chrV:118616-120299	16.7913	18.9782
YEL020C-B	YEL020C-B	chrV:117182-117474	1.3479	8.5421
YEL020W-A	TIM9	chrV:117182-117474	1188.89	1136.87
YEL021W	URA3	chrV:116166-116970	0	0
YEL022W	GEA2	chrV:111420-115800	42.1826	35.2944
YEL023C	YEL023C	chrV:108503-110552	14.4213	14.3556
YEL024W	RIP1	chrV:107259-107907	136.497	159.403
YEL025C	YEL025C	chrV:102580-106147	16.4715	15.9776
YEL026W	SNU13	chrV:101942-102323	4065.81	2886.4
YEL027W	VMA3	chrV:100768-101251	1444.69	1195.92
YEL028W	YEL028W	chrV:98667-99129	20.5238	14.0078
YEL029C	BUD16	chrV:96857-97796	47.1365	59.8162
YEL030C-A	YEL030C-A	chrV:94582-96578	0	0
YEL030W	ECM10	chrV:94582-96578	8.70848	14.3444
YEL031W	SPF1	chrV:90257-93905	140.302	136.234
YEL032C-A	YEL032C-A	chrV:86936-89852	183.599	257.067
YEL032W	MCM3	chrV:86936-89852	48.1607	43.1201
YEL033W	MTC7	chrV:85612-86598	787.117	663.149
YEL034C-A	YEL034C-A	chrV:85612-86598	120.16	101.105
YEL034W	HYP2	chrV:85612-86598	5284.34	4881.52
YEL035C	UTR5	chrV:85044-85545	0.331359	1.16537
YEL036C	ANP1	chrV:83049-84552	79.5703	83.7467
YEL037C	RAD23	chrV:81406-82603	200.834	162.834
YEL038W	UTR4	chrV:80461-81145	97.7256	80.7192
YEL039C	CYC7	chrV:79635-79977	14.1022	64.8202
YEL040W	UTR2	chrV:78052-79456	395.554	307.859
YEL041W	YEF1	chrV:75943-77431	18.9845	18.261
YEL042W	GDA1	chrV:73770-75327	180.661	208.098
YEL043W	YEL043W	chrV:70477-73348	32.3516	32.9123
YEL044W	IES6	chrV:69756-70257	75.8268	74.1535
YEL045C	YEL045C	chrV:68839-69265	1.7261	2.02778
YEL046C	GLY1	chrV:67628-68792	521.602	662.234
YEL047C	YEL047C	chrV:65384-66797	179.732	366.407
YEL048C	TCA17	chrV:64708-65167	91.7788	97.4234
YEL049W	PAU2	chrV:63727-64090	28.0223	22.8306
YEL050C	RML2	chrV:59548-60851	76.7306	66.7345
YEL050W-A	YEL050W-A	chrV:59548-60851	388.538	286.06
YEL051W	VMA8	chrV:58377-59148	530.829	482.086
YEL052W	AFG1	chrV:56570-58100	46.5909	49.54
YEL053C	MAK10	chrV:53900-56102	40.2513	43.613
YEL053W-A	YEL053W-A	chrV:52720-53255	819.283	644.173
YEL054C	RPL12A	chrV:52720-53255	2204	1515.87
YEL055C	POL5	chrV:48470-51539	62.8835	56.9924
YEL056W	HAT2	chrV:47167-48373	45.2213	37.634
YEL057C	YEL057C	chrV:45019-45721	29.0632	29.9594
YEL058W	PCM1	chrV:43251-44925	65.1197	65.5231
YEL059C-A	SOM1	chrV:42399-42624	128.748	155.685
YEL059W	HHY1	chrV:42651-42960	1.77816	4.3095
YEL060C	PRB1	chrV:40045-41953	71.9889	106.736
YEL061C	CIN8	chrV:36534-39537	16.9702	27.4485
YEL062W	NPR2	chrV:34406-36254	17.2783	19.4074
YEL063C	CAN1	chrV:31693-33466	0	0
YEL064C	AVT2	chrV:29796-31239	17.6627	20.5311
YEL065W	SIT1	chrV:27656-29543	257.03	189.633
YEL066W	HPA3	chrV:26188-27206	128.657	166.112
YEL067C	YEL067C	chrV:26188-27206	23.8779	18.5588
YEL068C	YEL068C	chrV:25645-25978	76.9668	136.086
YEL069C	HXT13	chrV:21536-23231	0.694875	1.25492
YEL070W	DSF1	chrV:19588-21097	0.659483	0.737482
YEL071W	DLD3	chrV:16354-17845	920.136	1073.87
YEL072W	RMD6	chrV:13719-14415	25.4807	28.8274
YEL073C	YEL073C	chrV:7229-7553	374.532	336.995
YEL074W	YEL074W	chrV:6125-6464	27.9069	19.7131
YEL075C	YEL075C	chrV:4184-5713	0	0
YEL075W-A	YEL075W-A	chrV:4184-5713	0	0
YEL076C	YEL076C	chrV:4184-5713	0	0.0908745
YEL076C-A	YEL076C-A	chrV:4184-5713	0	0
YEL077C	YEL077C	chrV:263-4097	1.75268	2.57077
YEL077W-A	YEL077W-A	chrV:263-4097	0	0.278546
YER001W	MNN1	chrV:153519-155808	32.8898	45.3952
YER002W	NOP16	chrV:156802-157498	560.872	458.141
YER003C	PMI40	chrV:157735-159118	212.894	350.926
YER004W	FMP52	chrV:159579-160275	190.644	153.775
YER005W	YND1	chrV:160549-162442	42.2007	40.2954
YER006C-A	YER006C-A	chrV:164343-166083	12.6158	9.84408
YER006W	NUG1	chrV:162722-164285	328.503	256.29
YER007C-A	TMA20	chrV:166236-166885	659.637	532.304
YER007W	PAC2	chrV:164343-166083	19.9197	21.9881
YER008C	SEC3	chrV:167807-171818	28.0338	27.6908
YER009W	NTF2	chrV:172114-172492	1862.77	1568.05
YER010C	YER010C	chrV:172633-173338	62.8474	68.1686
YER011W	TIR1	chrV:175247-176012	9.67157	7.32299
YER012W	PRE1	chrV:177834-178431	391.436	317.101
YER013W	PRP22	chrV:178840-182278	17.0458	22.8456
YER014C-A	BUD25	chrV:182599-186775	17.4765	19.8523
YER014W	HEM14	chrV:182599-186775	23.9162	29.4232
YER015W	FAA2	chrV:182599-186775	9.04211	8.78641
YER016W	BIM1	chrV:188276-189311	72.6039	100.816
YER017C	AFG3	chrV:189502-191788	43.5465	47.1812
YER018C	SPC25	chrV:191958-192624	13.2034	16.6399
YER019C-A	SBH2	chrV:194272-194539	1493.81	1241.1
YER019W	ISC1	chrV:192796-194230	32.2502	33.5337
YER020W	GPA2	chrV:195167-196517	23.3305	32.2215
YER021W	RPN3	chrV:196947-198519	192.853	160.889
YER022W	SRB4	chrV:198811-200875	44.1123	40.6042
YER023C-A	YER023C-A	chrV:201075-201936	861.127	621.665
YER023W	PRO3	chrV:201075-201936	307.552	230.381
YER024W	YAT2	chrV:202191-204963	17.2592	60.1469
YER025W	GCD11	chrV:205250-206834	389.761	339.712
YER026C	CHO1	chrV:207643-208474	836.151	643.667
YER027C	GAL83	chrV:208978-210232	42.7708	45.1123
YER028C	MIG3	chrV:210691-211876	42.9994	40.2854
YER029C	SMB1	chrV:212586-213177	150.29	123.791
YER030W	CHZ1	chrV:213436-213898	769.505	688.192
YER031C	YPT31	chrV:214075-214747	346.78	261.217
YER032W	FIR1	chrV:215062-217693	23.8944	27.2446
YER033C	ZRG8	chrV:218056-221287	3.71487	3.50138
YER034W	YER034W	chrV:221845-222403	137.857	114.908
YER035W	EDC2	chrV:222638-223076	148.59	123.716
YER036C	ARB1	chrV:223366-225199	612.446	525.507
YER037W	PHM8	chrV:225888-226854	71.8074	67.6935
YER038C	KRE29	chrV:226857-228252	26.1021	31.5806
YER038W-A	YER038W-A	chrV:228450-229205	0	0
YER039C	HVG1	chrV:228450-229205	6.75201	12.9346
YER039C-A	YER039C-A	chrV:229262-229481	23.8893	31.2323
YER040W	GLN3	chrV:229794-231987	15.3097	24.5798
YER041W	YEN1	chrV:232460-234740	19.569	20.869
YER042W	MXR1	chrV:234936-235491	64.562	103.536
YER043C	SAH1	chrV:235769-237119	1819.49	1593.42
YER044C	ERG28	chrV:237569-238016	246.155	196.642
YER044C-A	MEI4	chrV:238459-239774	11.0826	12.9204
YER045C	ACA1	chrV:240031-241501	14.8237	17.1549
YER046W	SPO73	chrV:243179-243611	75.6676	64.175
YER046W-A	YER046W-A	chrV:243699-246503	15.5547	5.08221
YER047C	SAP1	chrV:243699-246503	20.5026	23.2763
YER048C	CAJ1	chrV:246981-248157	159.235	132.829
YER048W-A	ISD11	chrV:250717-251002	1120.15	990.026
YER049W	TPA1	chrV:251727-253662	259.751	224.397
YER050C	RSM18	chrV:253970-254387	276.042	280.904
YER051W	JHD1	chrV:254655-256134	18.7549	15.1633
YER052C	HOM3	chrV:256374-257958	274.054	402.514
YER053C	PIC2	chrV:258736-259639	43.6194	64.1826
YER053C-A	YER053C-A	chrV:260932-261046	62.9781	409.619
YER054C	GIP2	chrV:262051-263698	7.51116	8.25101
YER055C	HIS1	chrV:264891-265785	525.833	630.92
YER056C	FCY2	chrV:266511-268113	419.326	495.531
YER056C-A	RPL34A	chrV:269422-270185	6311.58	4676.32
YER057C	HMF1	chrV:270736-271126	724.442	754.371
YER058W	PET117	chrV:271767-272091	54.1145	63.2233
YER059W	PCL6	chrV:272623-273886	25.7442	28.2771
YER060W	FCY21	chrV:274566-276153	19.9448	24.5647
YER060W-A	FCY22	chrV:276571-278164	5.17657	5.04125
YER061C	CEM1	chrV:278297-279626	13.9592	23.47
YER062C	HOR2	chrV:279929-280682	246.119	289.437
YER063W	THO1	chrV:281709-282366	153.219	100.224
YER064C	YER064C	chrV:282704-284222	54.8611	86.4706
YER065C	ICL1	chrV:285240-286914	38.6849	35.2554
YER066C-A	YER066C-A	chrV:291702-292563	5.68338	4.54313
YER066W	RRT13	chrV:290241-290799	20.5643	21.8475
YER067C-A	YER067C-A	chrV:291702-292563	31.3899	86.7859
YER067W	RGI1	chrV:291702-292563	23.4047	73.9525
YER068C-A	YER068C-A	chrV:295300-298001	1.05531	2.29073
YER068W	MOT2	chrV:293049-294813	48.095	56.809
YER069W	ARG5%2C6	chrV:295300-298001	103.277	185.621
YER070W	RNR1	chrV:298949-301616	230.862	401.108
YER071C	YER071C	chrV:301946-302327	171.439	115.428
YER072W	VTC1	chrV:302805-303195	1789.5	1372.19
YER073W	ALD5	chrV:304029-305592	231.436	344.737
YER074W	RPS24A	chrV:306322-307196	6237.47	4262.58
YER074W-A	YOS1	chrV:307652-308123	828.283	634.955
YER075C	PTP3	chrV:308412-311199	43.5079	38.0374
YER076C	YER076C	chrV:312589-313737	9.20527	11.2515
YER076W-A	YER076W-A	chrV:312589-313737	14.2117	16.4749
YER077C	YER077C	chrV:314533-316600	44.99	33.1387
YER078C	ICP55	chrV:316806-318342	43.7476	29.4101
YER078W-A	YER078W-A	chrV:318645-318810	45.2427	16.8621
YER079C-A	YER079C-A	chrV:319901-321846	0	0
YER079W	YER079W	chrV:318919-319552	70.4055	149.838
YER080W	AIM9	chrV:319901-321846	118.064	98.7155
YER081W	SER3	chrV:322211-324095	99.3564	145.489
YER082C	UTP7	chrV:324271-325936	131.079	123.801
YER083C	GET2	chrV:326173-327031	109.764	119.554
YER084W	YER084W	chrV:327064-327451	5.05231	6.25716
YER084W-A	YER084W-A	chrV:327597-328140	0.130153	0.141909
YER085C	YER085C	chrV:327597-328140	1.72123	4.56882
YER086W	ILV1	chrV:328476-330207	254.431	334.453
YER087C-A	YER087C-A	chrV:330575-332368	24.5473	19.8823
YER087C-B	SBH1	chrV:332581-332830	2097.56	2007.57
YER087W	AIM10	chrV:330575-332368	12.1832	15.9187
YER088C	DOT6	chrV:333175-335188	46.319	46.9227
YER088C-A	YER088C-A	chrV:335695-337340	112.256	85.7164
YER088W-B	YER088W-B	chrV:335695-337340	49.8043	97.8766
YER089C	PTC2	chrV:335695-337340	75.5287	79.3725
YER090C-A	YER090C-A	chrV:337948-339472	3530.02	4937.66
YER090W	TRP2	chrV:337948-339472	203.661	249.882
YER091C	MET6	chrV:339863-342167	159.811	323.352
YER091C-A	YER091C-A	chrV:342389-342611	0	0
YER092W	IES5	chrV:342854-343232	192.05	183.778
YER093C	TSC11	chrV:343319-347612	12.3093	15.3141
YER093C-A	AIM11	chrV:347911-348400	40.5965	45.1847
YER094C	PUP3	chrV:348728-349346	399.4	360.736
YER095W	RAD51	chrV:349979-351182	66.923	114.436
YER096W	SHC1	chrV:351697-353236	2.66006	5.84392
YER097W	YER097W	chrV:355139-357730	3.56596	5.28865
YER098W	UBP9	chrV:355139-357730	12.3227	13.6935
YER099C	PRS2	chrV:358104-359061	85.6357	68.2905
YER100W	UBC6	chrV:359561-360314	198.509	153.19
YER101C	AST2	chrV:360501-361794	21.3983	29.2878
YER102W	RPS8B	chrV:362732-363702	574.262	361.686
YER103W	SSA4	chrV:364588-366517	31.0508	236.653
YER104W	RTT105	chrV:366801-367428	12.5707	20.4543
YER105C	NUP157	chrV:367837-372013	32.247	26.7455
YER106W	MAM1	chrV:372325-373234	3.32859	6.52616
YER107C	GLE2	chrV:373447-374714	70.0061	59.5505
YER107W-A	YER107W-A	chrV:373447-374714	139.395	121.785
YER109C	FLO8	chrV:375214-377614	12.5115	14.411
YER110C	KAP123	chrV:378761-382103	137.963	122.563
YER111C	SWI4	chrV:382594-385876	20.6158	27.6187
YER112W	LSM4	chrV:387231-387795	337.838	306.574
YER113C	TMN3	chrV:387931-390052	29.818	34.1196
YER114C	BOI2	chrV:390589-393712	26.1273	22.9652
YER115C	SPR6	chrV:394291-394867	56.4315	41.1578
YER116C	SLX8	chrV:395347-396172	38.4925	39.8913
YER117W	RPL23B	chrV:396768-397653	7809.84	5993.38
YER118C	SHO1	chrV:397951-399055	70.6362	82.6813
YER119C	AVT6	chrV:399495-400842	15.4964	18.5503
YER119C-A	YER119C-A	chrV:400866-401869	4.51033	3.51327
YER120W	SCS2	chrV:400866-401869	490.71	371.662
YER121W	YER121W	chrV:402374-402719	11.5368	10.2247
YER122C	GLO3	chrV:402870-404352	181.136	183.59
YER123W	YCK3	chrV:404812-406387	75.3012	92.4032
YER124C	DSE1	chrV:407341-409063	190.67	46.2658
YER125W	RSP5	chrV:410188-412618	50.0802	43.3956
YER126C	NSA2	chrV:413393-414179	772.572	624.768
YER127W	LCP5	chrV:414480-415554	161.738	136.92
YER128W	YER128W	chrV:415858-416470	42.1327	50.476
YER129W	SAK1	chrV:417280-420709	28.1169	25.1293
YER130C	YER130C	chrV:421114-422446	44.6156	41.0241
YER131W	RPS26B	chrV:423590-424311	2409.13	1847.42
YER132C	PMD1	chrV:425187-430449	12.0837	10.7222
YER133W	GLC7	chrV:432494-433958	514.765	467.83
YER133W-A	YER133W-A	chrV:437190-437803	42.139	30.2296
YER134C	YER134C	chrV:437190-437803	81.9773	87.7434
YER135C	YER135C	chrV:437951-438344	1.84017	8.35046
YER136W	GDI1	chrV:439615-440971	199.717	230.472
YER137C	YER137C	chrV:441372-441880	35.5328	38.6902
YER137C-A	YER137C-A	chrV:443755-449024	0	0
YER137W-A	YER137W-A	chrV:441372-441880	36.529	44.6782
YER138C	YER138C	chrV:443755-449024	0	0
YER138W-A	YER138W-A	chrV:449473-449578	4852.93	2453.14
YER139C	RTR1	chrV:450562-451243	57.4615	52.6372
YER140W	YER140W	chrV:451564-453235	24.9795	22.1984
YER141W	COX15	chrV:453458-454919	38.9727	52.4008
YER142C	MAG1	chrV:455145-456036	72.0512	42.5529
YER143W	DDI1	chrV:456318-457605	66.3368	61.6651
YER144C	UBP5	chrV:457805-460223	33.3107	32.0657
YER145C	FTR1	chrV:460525-461740	355.686	237.277
YER145C-A	YER145C-A	chrV:462385-462866	29.3155	15.9549
YER146W	LSM5	chrV:462385-462866	455.594	328.141
YER147C	SCC4	chrV:462967-464842	16.7828	18.4947
YER147C-A	YER147C-A	chrV:465202-466025	56.721	46.0008
YER148W	SPT15	chrV:465202-466025	408.504	366.062
YER148W-A	YER148W-A	chrV:466184-467470	1.08347	2.18399
YER149C	PEA2	chrV:466184-467470	41.7989	39.2467
YER150W	SPI1	chrV:468369-468816	61.6096	164.439
YER151C	UBP3	chrV:469685-472424	57.8559	57.026
YER152C	YER152C	chrV:472656-474805	26.1254	17.1226
YER152W-A	YER152W-A	chrV:472656-474805	40.3639	24.2483
YER153C	PET122	chrV:472656-474805	6.25788	5.43602
YER154W	OXA1	chrV:475019-476228	64.0455	58.6716
YER155C	BEM2	chrV:476344-482848	33.2941	30.0483
YER156C	YER156C	chrV:483324-484341	132.741	133.224
YER157W	COG3	chrV:484787-487193	24.6777	25.6841
YER158C	YER158C	chrV:488856-490578	9.64303	12.7353
YER158W-A	YER158W-A	chrV:491486-491958	128.981	132.846
YER159C	BUR6	chrV:491486-491958	280.44	337.924
YER159C-A	YER159C-A	chrV:492855-498124	0	0
YER160C	YER160C	chrV:492855-498124	0	0
YER161C	SPT2	chrV:499346-500348	104.389	114.312
YER162C	RAD4	chrV:500629-502894	14.7315	21.4559
YER163C	YER163C	chrV:503083-503782	59.7103	57.9721
YER164W	CHD1	chrV:505391-509798	20.8796	26.2104
YER165C-A	YER165C-A	chrV:512626-517459	5.07123	3.99968
YER165W	PAB1	chrV:510372-512106	847.51	855.162
YER166W	DNF1	chrV:512626-517459	22.225	19.7618
YER167W	BCK2	chrV:518215-520771	24.3073	22.3496
YER168C	CCA1	chrV:521028-522669	65.6223	62.4607
YER169W	RPH1	chrV:523368-525759	51.7091	42.8371
YER170W	ADK2	chrV:525973-526651	20.3976	33.5326
YER171W	RAD3	chrV:527081-529418	49.9755	55.0621
YER172C	BRR2	chrV:529529-536021	16.0086	12.7145
YER172C-A	YER172C-A	chrV:536274-538279	0	0
YER173W	RAD24	chrV:536274-538279	22.8396	18.225
YER174C	GRX4	chrV:538433-539168	45.7803	80.1927
YER175C	TMT1	chrV:539463-540363	82.4269	208.435
YER175W-A	YER175W-A	chrV:540649-540814	80.2406	104.587
YER176W	ECM32	chrV:541689-545055	33.9313	58.3053
YER177W	BMH1	chrV:545610-546414	1307.52	1268.58
YER178W	PDA1	chrV:546816-548079	531.263	544.199
YER179W	DMC1	chrV:548420-549517	15.3442	13.5728
YER180C	ISC10	chrV:549723-550527	62.0746	60.9698
YER180C-A	SLO1	chrV:550864-551122	96.6513	119.535
YER181C	YER181C	chrV:551472-551796	2.38083	0
YER182W	FMP10	chrV:552524-553259	31.5495	54.7628
YER183C	FAU1	chrV:553333-553969	82.8025	97.6898
YER184C	YER184C	chrV:556295-558680	5.44113	6.74811
YER185W	PUG1	chrV:559453-560365	6.64646	10.1097
YER186C	YER186C	chrV:561704-562625	65.316	80.0697
YER187W	YER187W	chrV:566229-566655	21.8664	23.3447
YER188C-A	YER188C-A	chrV:569607-569907	9.41012	9.68733
YER188W	YER188W	chrV:568039-568759	13.7422	16.4515
YER189W	YER189W	chrV:571154-576525	0	0
YER190C-A	YER190C-A	chrV:571154-576525	0	0
YER190C-B	YER190C-B	chrV:571154-576525	0	0
YER190W	YRF1-2	chrV:571154-576525	0.08781	0.0208016
YFL001W	DEG1	chrVI:147130-148459	65.4251	61.4832
YFL002C	SPB4	chrVI:145113-146934	82.9851	73.275
YFL002W-A	YFL002W-A	chrVI:138203-143517	0	0
YFL002W-B	YFL002W-B	chrVI:138203-143517	0	0
YFL003C	MSH4	chrVI:134520-137157	3.05277	2.99561
YFL004W	VTC2	chrVI:131809-134296	92.7353	81.4269
YFL005W	SEC4	chrVI:130333-130981	272.981	226.101
YFL007W	BLM10	chrVI:123478-129910	31.4761	21.3336
YFL008W	SMC1	chrVI:119428-123106	27.026	47.859
YFL009W	CDC4	chrVI:116144-118484	37.1808	37.3087
YFL010C	WWM1	chrVI:114989-115743	102.099	114.381
YFL010W-A	AUA1	chrVI:114989-115743	204.767	227.208
YFL011W	HXT10	chrVI:112344-113985	1.07288	2.60976
YFL012W	YFL012W	chrVI:110646-111093	8.97024	4.76756
YFL012W-A	YFL012W-A	chrVI:107798-110184	9.46389	8.70975
YFL013C	IES1	chrVI:107798-110184	63.26	63.551
YFL013W-A	YFL013W-A	chrVI:107798-110184	1.18209	1.51007
YFL014W	HSP12	chrVI:107255-107585	2144.9	6532.67
YFL015C	YFL015C	chrVI:106414-106963	0.13994	0.361334
YFL015W-A	YFL015W-A	chrVI:106414-106963	0	0.0767294
YFL016C	MDJ1	chrVI:104700-106236	29.9049	56.6053
YFL017C	GNA1	chrVI:103982-104462	101.179	86.4754
YFL017W-A	SMX2	chrVI:103698-103932	741.974	540.965
YFL018C	LPD1	chrVI:101627-103127	221.965	260.137
YFL019C	YFL019C	chrVI:100251-100605	1.65965	12.4403
YFL020C	PAU5	chrVI:99230-99599	14.579	20.1588
YFL021C-A	YFL021C-A	chrVI:95760-97498	1.11701	2.11898
YFL021W	GAT1	chrVI:95760-97498	20.3664	19.7749
YFL022C	FRS2	chrVI:93498-95010	286.768	248.545
YFL023W	BUD27	chrVI:90985-93376	60.9816	52.5134
YFL024C	EPL1	chrVI:87846-90345	27.8631	32.355
YFL025C	BST1	chrVI:84144-87234	14.959	17.5617
YFL026W	STE2	chrVI:82579-83875	625.139	576.814
YFL027C	GYP8	chrVI:80418-81912	52.4963	59.5802
YFL028C	CAF16	chrVI:79343-80213	85.3657	121.527
YFL029C	CAK1	chrVI:78054-79161	30.247	37.4093
YFL030W	AGX1	chrVI:76830-77988	8.2291	12.0208
YFL031C-A	YFL031C-A	chrVI:74871-76147	6397.05	4557.61
YFL031W	HAC1	chrVI:74871-76147	297.048	300.37
YFL032W	YFL032W	chrVI:74871-76147	1.1429	1.01128
YFL033C	RIM15	chrVI:69114-74427	9.83981	10.2642
YFL034C-A	RPL22B	chrVI:64242-64932	972.791	907.511
YFL034C-B	MOB2	chrVI:63015-63993	61.6101	65.9027
YFL034W	YFL034W	chrVI:65476-68698	21.9013	27.9537
YFL036W	RPO41	chrVI:58781-62837	35.4225	31.0053
YFL037W	TUB2	chrVI:56335-57709	222.999	274.462
YFL038C	YPT1	chrVI:55365-55986	809.525	704.613
YFL039C	ACT1	chrVI:53259-54696	1746.69	1403.7
